YBL074C	YBL104C
YBL074C	YBR055C
YBL074C	YBR119W
YBL074C	YCL037C
YBL074C	YDL030W
YBL074C	YDL043C
YBL074C	YDL087C
YBL074C	YDL098C
YBL074C	YDR225W
YBL074C	YDR235W
YBL074C	YDR240C
YBL074C	YER165W
YBL074C	YER172C
YBL074C	YGL049C
YBL074C	YGL094C
YBL074C	YGR013W
YBL074C	YGR075C
YBL074C	YGR162W
YBL074C	YHR086W
YBL074C	YHR165C
YBL074C	YIL061C
YBL074C	YIR009W
YBL074C	YJL050W
YBL074C	YJL080C
YBL074C	YJL190C
YBL074C	YJR084W
YBL074C	YKL012W
YBL074C	YKL173W
YBL074C	YLR275W
YBL074C	YLR298C
YBL074C	YLR424W
YBL074C	YLR430W
YBL074C	YML046W
YBL074C	YNL069C
YBL074C	YOL001W
YBL074C	YOR308C
YBL074C	YOR319W
YBL074C	YPR057W
YBL074C	YPR082C
YBL074C	YPR101W
YBL074C	YPR178W
YBL104C	YBL074C
YBL104C	YBR055C
YBL104C	YBR119W
YBL104C	YCL037C
YBL104C	YDL030W
YBL104C	YDL043C
YBL104C	YDL087C
YBL104C	YDL098C
YBL104C	YDR225W
YBL104C	YDR235W
YBL104C	YDR240C
YBL104C	YER165W
YBL104C	YER172C
YBL104C	YGL049C
YBL104C	YGL094C
YBL104C	YGR013W
YBL104C	YGR075C
YBL104C	YGR162W
YBL104C	YHR086W
YBL104C	YHR165C
YBL104C	YIL061C
YBL104C	YIR009W
YBL104C	YJL050W
YBL104C	YJL080C
YBL104C	YJL190C
YBL104C	YJR084W
YBL104C	YKL012W
YBL104C	YKL173W
YBL104C	YLR275W
YBL104C	YLR298C
YBL104C	YLR424W
YBL104C	YLR430W
YBL104C	YML046W
YBL104C	YNL069C
YBL104C	YOL001W
YBL104C	YOR308C
YBL104C	YOR319W
YBL104C	YPR057W
YBL104C	YPR082C
YBL104C	YPR101W
YBL104C	YPR178W
YBR055C	YBL074C
YBR055C	YBL104C
YBR055C	YBR119W
YBR055C	YCL037C
YBR055C	YDL030W
YBR055C	YDL043C
YBR055C	YDL087C
YBR055C	YDL098C
YBR055C	YDR225W
YBR055C	YDR235W
YBR055C	YDR240C
YBR055C	YER165W
YBR055C	YER172C
YBR055C	YGL049C
YBR055C	YGL094C
YBR055C	YGR013W
YBR055C	YGR075C
YBR055C	YGR162W
YBR055C	YHR086W
YBR055C	YHR165C
YBR055C	YIL061C
YBR055C	YIR009W
YBR055C	YJL050W
YBR055C	YJL080C
YBR055C	YJL190C
YBR055C	YJR084W
YBR055C	YKL012W
YBR055C	YKL173W
YBR055C	YLR275W
YBR055C	YLR298C
YBR055C	YLR424W
YBR055C	YLR430W
